"('OVERALL', 'REB')","('OVERALL', 'OREB')","('OVERALL', 'DREB')","('OVERALL', 'REB_CONTESTED')","('OVERALL', 'REB_UNCONTESTED')","('0 Contesting Rebounders', 'REB')","('0 Contesting Rebounders', 'OREB')","('0 Contesting Rebounders', 'DREB')","('0 Contesting Rebounders', 'REB_FREQ')","('1 Contesting Rebounder', 'REB')","('1 Contesting Rebounder', 'OREB')","('1 Contesting Rebounder', 'DREB')","('1 Contesting Rebounder', 'REB_FREQ')","('2+ Contesting Rebounders', 'REB')","('2+ Contesting Rebounders', 'OREB')","('2+ Contesting Rebounders', 'DREB')","('2+ Contesting Rebounders', 'REB_FREQ')","('0-3 Feet', 'REB')","('0-3 Feet', 'OREB')","('0-3 Feet', 'DREB')","('0-3 Feet', 'REB_FREQ')","('3-6 Feet', 'REB')","('3-6 Feet', 'OREB')","('3-6 Feet', 'DREB')","('3-6 Feet', 'REB_FREQ')",PLAYER_ID,SEASON,TEAM_ID,"('6-10 Feet', 'REB')","('6-10 Feet', 'OREB')","('6-10 Feet', 'DREB')","('6-10 Feet', 'REB_FREQ')","('10+ Feet', 'REB')","('10+ Feet', 'OREB')","('10+ Feet', 'DREB')","('10+ Feet', 'REB_FREQ')"
795,238,557,314,481,481.0,84.0,397.0,0.605,259.0,111.0,148.0,0.326,55.0,43.0,12.0,0.069,264.0,63.0,201.0,0.332,343.0,86.0,257.0,0.431,203991,2017-18,1610612745,112.0,41.0,71.0,0.141,76.0,48.0,28.0,0.096
715,256,459,356,359,359.0,58.0,301.0,0.502,284.0,141.0,143.0,0.397,72.0,57.0,15.0,0.101,253.0,106.0,147.0,0.354,289.0,85.0,204.0,0.404,203991,2022-23,1610612737,117.0,36.0,81.0,0.164,56.0,29.0,27.0,0.078
756,327,429,362,394,394.0,97.0,297.0,0.521,290.0,169.0,121.0,0.384,72.0,61.0,11.0,0.095,258.0,131.0,127.0,0.341,272.0,96.0,176.0,0.36,203991,2023-24,1610612737,151.0,65.0,86.0,0.2,74.0,35.0,39.0,0.098
491,192,299,275,216,216.0,39.0,177.0,0.44,220.0,106.0,114.0,0.448,55.0,47.0,8.0,0.112,186.0,70.0,116.0,0.379,189.0,69.0,120.0,0.385,203991,2015-16,1610612745,81.0,33.0,48.0,0.165,35.0,20.0,15.0,0.071
538,169,369,251,287,287.0,41.0,246.0,0.533,206.0,91.0,115.0,0.383,45.0,37.0,8.0,0.084,174.0,59.0,115.0,0.323,221.0,55.0,166.0,0.411,203991,2019-20,1610612745,94.0,31.0,63.0,0.175,49.0,24.0,25.0,0.091
657,218,439,266,391,391.0,74.0,317.0,0.595,224.0,111.0,113.0,0.341,42.0,33.0,9.0,0.064,195.0,88.0,107.0,0.297,286.0,78.0,208.0,0.435,1630168,2024-25,1610612737,126.0,29.0,97.0,0.192,50.0,23.0,27.0,0.076
163,62,101,77,86,86.0,19.0,67.0,0.528,68.0,35.0,33.0,0.417,9.0,8.0,1.0,0.055,30.0,10.0,20.0,0.184,81.0,31.0,50.0,0.497,1630168,2020-21,1610612737,37.0,14.0,23.0,0.227,14.0,6.0,8.0,0.086
282,115,167,135,147,147.0,40.0,107.0,0.521,115.0,57.0,58.0,0.408,20.0,18.0,2.0,0.071,80.0,40.0,40.0,0.284,110.0,33.0,77.0,0.39,1630168,2021-22,1610612737,63.0,24.0,39.0,0.223,29.0,18.0,11.0,0.103
575,216,359,273,302,302.0,59.0,243.0,0.525,224.0,114.0,110.0,0.39,49.0,43.0,6.0,0.085,157.0,72.0,85.0,0.273,256.0,87.0,169.0,0.445,1630168,2022-23,1610612737,109.0,30.0,79.0,0.19,53.0,27.0,26.0,0.092
363,139,224,137,226,226.0,67.0,159.0,0.623,111.0,52.0,59.0,0.306,26.0,20.0,6.0,0.072,104.0,43.0,61.0,0.287,146.0,46.0,100.0,0.402,1630168,2023-24,1610612737,69.0,23.0,46.0,0.19,44.0,27.0,17.0,0.121
137,43,94,64,73,73.0,16.0,57.0,0.533,56.0,21.0,35.0,0.409,8.0,6.0,2.0,0.058,30.0,14.0,16.0,0.219,62.0,13.0,49.0,0.453,1631243,2024-25,1610612737,37.0,13.0,24.0,0.27,8.0,3.0,5.0,0.058
20,9,11,7,13,13.0,3.0,10.0,0.65,5.0,4.0,1.0,0.25,2.0,2.0,0.0,0.1,1.0,1.0,0.0,0.05,9.0,2.0,7.0,0.45,1631243,2023-24,1610612737,5.0,2.0,3.0,0.25,5.0,4.0,1.0,0.25
87,11,76,15,72,72.0,8.0,64.0,0.828,15.0,3.0,12.0,0.172,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.149,29.0,1.0,28.0,0.333,1627777,2018-19,1610612762,25.0,1.0,24.0,0.287,20.0,9.0,11.0,0.23
83,13,70,26,57,57.0,3.0,54.0,0.687,19.0,6.0,13.0,0.229,7.0,4.0,3.0,0.084,10.0,2.0,8.0,0.12,37.0,7.0,30.0,0.446,1627777,2024-25,1610612737,21.0,2.0,19.0,0.253,15.0,2.0,13.0,0.181
189,34,155,53,136,136.0,25.0,111.0,0.72,52.0,9.0,43.0,0.275,1.0,0.0,1.0,0.005,26.0,0.0,26.0,0.138,81.0,9.0,72.0,0.429,1627777,2024-25,1610612739,39.0,7.0,32.0,0.206,43.0,18.0,25.0,0.228
17,2,15,3,14,14.0,2.0,12.0,0.824,3.0,0.0,3.0,0.176,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.059,7.0,0.0,7.0,0.412,1627777,2016-17,1610612754,6.0,1.0,5.0,0.353,3.0,1.0,2.0,0.176
175,27,148,47,128,128.0,16.0,112.0,0.731,42.0,8.0,34.0,0.24,5.0,3.0,2.0,0.029,30.0,0.0,30.0,0.171,56.0,9.0,47.0,0.32,1627777,2020-21,1610612762,46.0,5.0,41.0,0.263,43.0,13.0,30.0,0.246
202,25,177,43,159,159.0,13.0,146.0,0.787,36.0,7.0,29.0,0.178,7.0,5.0,2.0,0.035,34.0,7.0,27.0,0.168,63.0,5.0,58.0,0.312,1627777,2021-22,1610612755,54.0,1.0,53.0,0.267,51.0,12.0,39.0,0.252
8,3,5,0,8,8.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.125,2.0,0.0,2.0,0.25,1627777,2017-18,1610612762,1.0,1.0,0.0,0.125,4.0,2.0,2.0,0.5
185,19,166,35,150,150.0,11.0,139.0,0.811,31.0,7.0,24.0,0.168,4.0,1.0,3.0,0.022,30.0,3.0,27.0,0.162,76.0,6.0,70.0,0.411,1627777,2022-23,1610612755,49.0,1.0,48.0,0.265,30.0,9.0,21.0,0.162
262,22,240,58,204,204.0,15.0,189.0,0.779,55.0,5.0,50.0,0.21,3.0,2.0,1.0,0.011,34.0,1.0,33.0,0.13,110.0,4.0,106.0,0.42,1627777,2023-24,1610612739,71.0,2.0,69.0,0.271,47.0,15.0,32.0,0.179
127,15,112,31,96,96.0,11.0,85.0,0.756,27.0,2.0,25.0,0.213,4.0,2.0,2.0,0.031,18.0,2.0,16.0,0.142,43.0,1.0,42.0,0.339,1627777,2019-20,1610612762,39.0,2.0,37.0,0.307,27.0,10.0,17.0,0.213
536,163,373,207,329,329.0,57.0,272.0,0.614,173.0,85.0,88.0,0.323,34.0,21.0,13.0,0.063,162.0,50.0,112.0,0.302,233.0,68.0,165.0,0.435,1626204,2018-19,1610612739,90.0,19.0,71.0,0.168,51.0,26.0,25.0,0.095
103,23,80,28,75,75.0,12.0,63.0,0.728,26.0,10.0,16.0,0.252,2.0,1.0,1.0,0.019,16.0,4.0,12.0,0.155,44.0,8.0,36.0,0.427,1626204,2024-25,1610612737,29.0,5.0,24.0,0.282,14.0,6.0,8.0,0.136
365,118,247,144,221,221.0,47.0,174.0,0.605,125.0,56.0,69.0,0.342,19.0,15.0,4.0,0.052,95.0,21.0,74.0,0.26,154.0,47.0,107.0,0.422,1626204,2016-17,1610612747,70.0,24.0,46.0,0.192,46.0,26.0,20.0,0.126
233,54,179,76,157,157.0,23.0,134.0,0.674,68.0,26.0,42.0,0.292,8.0,5.0,3.0,0.034,54.0,20.0,34.0,0.232,90.0,14.0,76.0,0.386,1626204,2020-21,1610612739,58.0,10.0,48.0,0.249,31.0,10.0,21.0,0.133
39,14,25,14,25,25.0,4.0,21.0,0.641,12.0,8.0,4.0,0.308,2.0,2.0,0.0,0.051,7.0,2.0,5.0,0.179,14.0,6.0,8.0,0.359,1626204,2021-22,1610612740,14.0,3.0,11.0,0.359,4.0,3.0,1.0,0.103
207,58,149,67,140,140.0,20.0,120.0,0.676,57.0,32.0,25.0,0.275,10.0,6.0,4.0,0.048,51.0,22.0,29.0,0.246,72.0,14.0,58.0,0.348,1626204,2021-22,1610612757,55.0,11.0,44.0,0.266,29.0,11.0,18.0,0.14
167,52,115,67,100,100.0,17.0,83.0,0.599,55.0,24.0,31.0,0.329,12.0,11.0,1.0,0.072,53.0,23.0,30.0,0.317,62.0,16.0,46.0,0.371,1626204,2017-18,1610612739,33.0,5.0,28.0,0.198,19.0,8.0,11.0,0.114
282,106,176,113,169,169.0,40.0,129.0,0.599,92.0,47.0,45.0,0.326,21.0,19.0,2.0,0.074,67.0,28.0,39.0,0.238,124.0,40.0,84.0,0.44,1626204,2017-18,1610612747,51.0,15.0,36.0,0.181,40.0,23.0,17.0,0.142
354,106,248,155,199,199.0,37.0,162.0,0.562,135.0,51.0,84.0,0.381,20.0,18.0,2.0,0.056,105.0,37.0,68.0,0.297,145.0,44.0,101.0,0.41,1626204,2022-23,1610612740,76.0,11.0,65.0,0.215,28.0,14.0,14.0,0.079
301,94,207,109,192,192.0,42.0,150.0,0.638,98.0,43.0,55.0,0.326,11.0,9.0,2.0,0.037,72.0,29.0,43.0,0.239,112.0,22.0,90.0,0.372,1626204,2023-24,1610612740,71.0,19.0,52.0,0.236,46.0,24.0,22.0,0.153
313,101,212,109,204,204.0,45.0,159.0,0.652,91.0,42.0,49.0,0.291,18.0,14.0,4.0,0.058,73.0,12.0,61.0,0.233,112.0,34.0,78.0,0.358,1626204,2015-16,1610612747,87.0,32.0,55.0,0.278,41.0,23.0,18.0,0.131
407,105,302,156,251,251.0,23.0,228.0,0.617,119.0,54.0,65.0,0.292,37.0,28.0,9.0,0.091,134.0,48.0,86.0,0.329,171.0,35.0,136.0,0.42,1626204,2019-20,1610612739,69.0,10.0,59.0,0.17,33.0,12.0,21.0,0.081
86,13,73,18,68,68.0,7.0,61.0,0.791,18.0,6.0,12.0,0.209,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.058,22.0,0.0,22.0,0.256,1629726,2024-25,1610612737,33.0,4.0,29.0,0.384,26.0,8.0,18.0,0.302
86,16,70,18,68,68.0,10.0,58.0,0.791,18.0,6.0,12.0,0.209,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.081,25.0,4.0,21.0,0.291,1629726,2020-21,1610612764,24.0,3.0,21.0,0.279,30.0,7.0,23.0,0.349
189,32,157,45,144,144.0,22.0,122.0,0.762,40.0,8.0,32.0,0.212,5.0,2.0,3.0,0.026,17.0,1.0,16.0,0.09,58.0,1.0,57.0,0.307,1629726,2021-22,1610612745,55.0,9.0,46.0,0.291,59.0,21.0,38.0,0.312
11,1,10,0,11,11.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.091,4.0,0.0,4.0,0.364,1629726,2022-23,1610612737,4.0,0.0,4.0,0.364,2.0,1.0,1.0,0.182
62,10,52,12,50,50.0,5.0,45.0,0.806,11.0,5.0,6.0,0.177,1.0,0.0,1.0,0.016,6.0,1.0,5.0,0.097,13.0,2.0,11.0,0.21,1629726,2022-23,1610612745,23.0,1.0,22.0,0.371,20.0,6.0,14.0,0.323
91,17,74,15,76,76.0,12.0,64.0,0.835,15.0,5.0,10.0,0.165,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.066,23.0,1.0,22.0,0.253,1629726,2023-24,1610612737,27.0,4.0,23.0,0.297,35.0,11.0,24.0,0.385
24,6,18,7,17,17.0,3.0,14.0,0.708,7.0,3.0,4.0,0.292,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.083,7.0,1.0,6.0,0.292,1629726,2019-20,1610612764,7.0,2.0,5.0,0.292,8.0,3.0,5.0,0.333
85,35,50,40,45,45.0,9.0,36.0,0.529,36.0,22.0,14.0,0.424,4.0,4.0,0.0,0.047,17.0,8.0,9.0,0.2,26.0,13.0,13.0,0.306,1631230,2024-25,1610612737,24.0,8.0,16.0,0.282,18.0,6.0,12.0,0.212
103,40,63,50,53,53.0,13.0,40.0,0.515,44.0,21.0,23.0,0.427,6.0,6.0,0.0,0.058,39.0,17.0,22.0,0.379,25.0,7.0,18.0,0.243,1631230,2023-24,1610612759,22.0,10.0,12.0,0.214,17.0,6.0,11.0,0.165
95,43,52,41,54,54.0,14.0,40.0,0.568,31.0,20.0,11.0,0.326,10.0,9.0,1.0,0.105,27.0,14.0,13.0,0.284,34.0,16.0,18.0,0.358,1631230,2022-23,1610612759,21.0,7.0,14.0,0.221,13.0,6.0,7.0,0.137
155,21,134,32,123,123.0,12.0,111.0,0.794,31.0,9.0,22.0,0.2,1.0,0.0,1.0,0.006,20.0,3.0,17.0,0.129,41.0,4.0,37.0,0.265,1630249,2024-25,1610612737,53.0,4.0,49.0,0.342,41.0,10.0,31.0,0.265
52,11,41,8,44,44.0,8.0,36.0,0.846,7.0,2.0,5.0,0.135,1.0,1.0,0.0,0.019,4.0,2.0,2.0,0.077,14.0,2.0,12.0,0.269,1630249,2023-24,1610612737,20.0,4.0,16.0,0.385,14.0,3.0,11.0,0.269
101,18,83,19,82,82.0,11.0,71.0,0.812,16.0,4.0,12.0,0.158,3.0,3.0,0.0,0.03,12.0,4.0,8.0,0.119,33.0,3.0,30.0,0.327,1630249,2021-22,1610612760,38.0,5.0,33.0,0.376,18.0,6.0,12.0,0.178
27,7,20,6,21,21.0,3.0,18.0,0.778,6.0,4.0,2.0,0.222,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.148,9.0,2.0,7.0,0.333,1630249,2022-23,1610612737,7.0,1.0,6.0,0.259,7.0,3.0,4.0,0.259
11,4,7,2,9,9.0,2.0,7.0,0.818,2.0,2.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.364,1631342,2024-25,1610612737,4.0,2.0,2.0,0.364,3.0,1.0,2.0,0.273
476,70,406,98,378,378.0,37.0,341.0,0.794,87.0,24.0,63.0,0.183,11.0,9.0,2.0,0.023,93.0,5.0,88.0,0.195,199.0,30.0,169.0,0.418,1628369,2018-19,1610612738,108.0,13.0,95.0,0.227,76.0,22.0,54.0,0.16
615,48,567,124,491,491.0,32.0,459.0,0.798,115.0,9.0,106.0,0.187,9.0,7.0,2.0,0.015,127.0,9.0,118.0,0.207,290.0,9.0,281.0,0.472,1628369,2024-25,1610612738,122.0,3.0,119.0,0.198,76.0,27.0,49.0,0.124
470,50,420,80,390,390.0,27.0,363.0,0.83,72.0,15.0,57.0,0.153,8.0,8.0,0.0,0.017,108.0,12.0,96.0,0.23,198.0,9.0,189.0,0.421,1628369,2020-21,1610612738,102.0,6.0,96.0,0.217,62.0,23.0,39.0,0.132
604,85,519,132,472,472.0,45.0,427.0,0.781,119.0,31.0,88.0,0.197,13.0,9.0,4.0,0.022,123.0,15.0,108.0,0.204,237.0,19.0,218.0,0.392,1628369,2021-22,1610612738,151.0,15.0,136.0,0.25,93.0,36.0,57.0,0.154
386,46,340,83,303,303.0,21.0,282.0,0.785,74.0,20.0,54.0,0.192,9.0,5.0,4.0,0.023,83.0,5.0,78.0,0.215,148.0,18.0,130.0,0.383,1628369,2017-18,1610612738,89.0,10.0,79.0,0.231,66.0,13.0,53.0,0.171
649,78,571,117,532,532.0,41.0,491.0,0.82,107.0,29.0,78.0,0.165,10.0,8.0,2.0,0.015,122.0,17.0,105.0,0.188,268.0,19.0,249.0,0.413,1628369,2022-23,1610612738,179.0,16.0,163.0,0.276,80.0,26.0,54.0,0.123
582,63,519,107,475,475.0,36.0,439.0,0.816,96.0,18.0,78.0,0.165,11.0,9.0,2.0,0.019,128.0,22.0,106.0,0.22,219.0,6.0,213.0,0.376,1628369,2023-24,1610612738,143.0,10.0,133.0,0.246,92.0,25.0,67.0,0.158
459,62,397,95,364,364.0,26.0,338.0,0.793,83.0,27.0,56.0,0.181,12.0,9.0,3.0,0.026,112.0,21.0,91.0,0.244,152.0,13.0,139.0,0.331,1628369,2019-20,1610612738,110.0,4.0,106.0,0.24,85.0,24.0,61.0,0.185
9,2,7,4,5,5.0,2.0,3.0,0.556,3.0,0.0,3.0,0.333,1.0,0.0,1.0,0.111,2.0,0.0,2.0,0.222,5.0,1.0,4.0,0.556,1641936,2024-25,1610612738,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.222
332,73,259,93,239,239.0,32.0,207.0,0.72,75.0,24.0,51.0,0.226,18.0,17.0,1.0,0.054,42.0,14.0,28.0,0.127,86.0,17.0,69.0,0.259,201950,2018-19,1610612740,112.0,17.0,95.0,0.337,92.0,25.0,67.0,0.277
263,76,187,76,187,187.0,49.0,138.0,0.711,75.0,27.0,48.0,0.285,1.0,0.0,1.0,0.004,26.0,4.0,22.0,0.099,61.0,11.0,50.0,0.232,201950,2024-25,1610612738,81.0,19.0,62.0,0.308,95.0,42.0,53.0,0.361
263,46,217,68,195,195.0,19.0,176.0,0.741,58.0,21.0,37.0,0.221,10.0,6.0,4.0,0.038,31.0,8.0,23.0,0.118,73.0,13.0,60.0,0.278,201950,2016-17,1610612740,71.0,9.0,62.0,0.27,88.0,16.0,72.0,0.335
267,73,194,81,186,186.0,29.0,157.0,0.697,74.0,39.0,35.0,0.277,7.0,5.0,2.0,0.026,32.0,13.0,19.0,0.12,70.0,30.0,40.0,0.262,201950,2020-21,1610612749,73.0,10.0,63.0,0.273,90.0,20.0,70.0,0.337
302,70,232,101,201,201.0,28.0,173.0,0.666,94.0,36.0,58.0,0.311,7.0,6.0,1.0,0.023,37.0,14.0,23.0,0.123,80.0,20.0,60.0,0.265,201950,2021-22,1610612749,103.0,17.0,86.0,0.341,82.0,19.0,63.0,0.272
361,59,302,83,278,278.0,32.0,246.0,0.77,70.0,17.0,53.0,0.194,13.0,10.0,3.0,0.036,54.0,12.0,42.0,0.15,86.0,16.0,70.0,0.238,201950,2017-18,1610612740,93.0,9.0,84.0,0.258,128.0,22.0,106.0,0.355
338,78,260,85,253,253.0,35.0,218.0,0.749,80.0,38.0,42.0,0.237,5.0,5.0,0.0,0.015,42.0,12.0,30.0,0.124,85.0,22.0,63.0,0.251,201950,2022-23,1610612749,113.0,22.0,91.0,0.334,98.0,22.0,76.0,0.29
368,84,284,93,275,275.0,45.0,230.0,0.747,88.0,35.0,53.0,0.239,5.0,4.0,1.0,0.014,53.0,13.0,40.0,0.144,107.0,11.0,96.0,0.291,201950,2023-24,1610612738,99.0,17.0,82.0,0.269,109.0,43.0,66.0,0.296
194,27,167,46,148,148.0,8.0,140.0,0.763,41.0,14.0,27.0,0.211,5.0,5.0,0.0,0.026,27.0,5.0,22.0,0.139,60.0,9.0,51.0,0.309,201950,2015-16,1610612740,49.0,1.0,48.0,0.253,58.0,12.0,46.0,0.299
288,76,212,71,217,217.0,40.0,177.0,0.753,67.0,34.0,33.0,0.233,4.0,2.0,2.0,0.014,46.0,16.0,30.0,0.16,77.0,19.0,58.0,0.267,201950,2019-20,1610612740,70.0,13.0,57.0,0.243,95.0,28.0,67.0,0.33
311,64,247,74,237,237.0,32.0,205.0,0.762,63.0,22.0,41.0,0.203,11.0,10.0,1.0,0.035,48.0,18.0,30.0,0.154,143.0,16.0,127.0,0.46,1627759,2018-19,1610612738,69.0,7.0,62.0,0.222,51.0,23.0,28.0,0.164
357,81,276,118,239,239.0,37.0,202.0,0.669,109.0,38.0,71.0,0.305,9.0,6.0,3.0,0.025,49.0,19.0,30.0,0.137,139.0,17.0,122.0,0.389,1627759,2024-25,1610612738,97.0,16.0,81.0,0.272,72.0,29.0,43.0,0.202
214,42,172,65,149,149.0,15.0,134.0,0.696,59.0,21.0,38.0,0.276,6.0,6.0,0.0,0.028,56.0,17.0,39.0,0.262,89.0,9.0,80.0,0.416,1627759,2016-17,1610612738,36.0,5.0,31.0,0.168,33.0,11.0,22.0,0.154
346,71,275,87,259,259.0,32.0,227.0,0.749,72.0,28.0,44.0,0.208,15.0,11.0,4.0,0.043,39.0,14.0,25.0,0.113,136.0,20.0,116.0,0.393,1627759,2020-21,1610612738,94.0,9.0,85.0,0.272,77.0,28.0,49.0,0.223
397,53,344,98,299,299.0,28.0,271.0,0.753,89.0,20.0,69.0,0.224,9.0,5.0,4.0,0.023,70.0,8.0,62.0,0.176,166.0,19.0,147.0,0.418,1627759,2021-22,1610612738,94.0,5.0,89.0,0.237,67.0,21.0,46.0,0.169
330,62,268,82,248,248.0,32.0,216.0,0.752,72.0,23.0,49.0,0.218,10.0,7.0,3.0,0.03,76.0,20.0,56.0,0.23,129.0,12.0,117.0,0.391,1627759,2017-18,1610612738,66.0,10.0,56.0,0.2,59.0,20.0,39.0,0.179
458,77,381,93,365,365.0,41.0,324.0,0.797,81.0,26.0,55.0,0.177,12.0,10.0,2.0,0.026,71.0,22.0,49.0,0.155,199.0,19.0,180.0,0.434,1627759,2022-23,1610612738,103.0,12.0,91.0,0.225,85.0,24.0,61.0,0.186
378,83,295,109,269,269.0,35.0,234.0,0.712,92.0,37.0,55.0,0.243,17.0,11.0,6.0,0.045,59.0,17.0,42.0,0.156,146.0,19.0,127.0,0.386,1627759,2023-24,1610612738,86.0,13.0,73.0,0.228,86.0,34.0,52.0,0.228
364,62,302,91,273,273.0,32.0,241.0,0.75,84.0,25.0,59.0,0.231,7.0,5.0,2.0,0.019,59.0,14.0,45.0,0.162,160.0,12.0,148.0,0.44,1627759,2019-20,1610612738,85.0,10.0,75.0,0.234,60.0,26.0,34.0,0.165
272,63,209,117,155,155.0,20.0,135.0,0.57,108.0,37.0,71.0,0.397,9.0,6.0,3.0,0.033,81.0,23.0,58.0,0.298,107.0,19.0,88.0,0.393,204001,2024-25,1610612738,60.0,12.0,48.0,0.221,24.0,9.0,15.0,0.088
471,109,362,192,279,279.0,39.0,240.0,0.592,165.0,57.0,108.0,0.35,27.0,13.0,14.0,0.057,137.0,23.0,114.0,0.291,173.0,29.0,144.0,0.367,204001,2016-17,1610612752,107.0,33.0,74.0,0.227,54.0,24.0,30.0,0.115
379,80,299,143,236,236.0,25.0,211.0,0.623,117.0,35.0,82.0,0.309,26.0,20.0,6.0,0.069,135.0,36.0,99.0,0.356,164.0,22.0,142.0,0.433,204001,2020-21,1610612742,53.0,9.0,44.0,0.14,26.0,13.0,13.0,0.069
152,38,114,53,99,99.0,15.0,84.0,0.651,46.0,18.0,28.0,0.303,7.0,5.0,2.0,0.046,46.0,14.0,32.0,0.303,74.0,15.0,59.0,0.487,204001,2021-22,1610612764,23.0,5.0,18.0,0.151,8.0,4.0,4.0,0.053
260,63,197,107,153,153.0,19.0,134.0,0.588,100.0,39.0,61.0,0.385,7.0,5.0,2.0,0.027,89.0,25.0,64.0,0.342,112.0,19.0,93.0,0.431,204001,2021-22,1610612742,36.0,8.0,28.0,0.138,23.0,11.0,12.0,0.088
316,61,255,105,211,211.0,24.0,187.0,0.668,90.0,26.0,64.0,0.285,15.0,11.0,4.0,0.047,86.0,13.0,73.0,0.272,125.0,23.0,102.0,0.396,204001,2017-18,1610612752,76.0,11.0,65.0,0.241,28.0,13.0,15.0,0.089
546,114,432,220,326,326.0,36.0,290.0,0.597,198.0,62.0,136.0,0.363,22.0,16.0,6.0,0.04,151.0,32.0,119.0,0.277,237.0,40.0,197.0,0.434,204001,2022-23,1610612764,113.0,24.0,89.0,0.207,45.0,18.0,27.0,0.082
405,95,310,174,231,231.0,34.0,197.0,0.57,146.0,41.0,105.0,0.36,28.0,20.0,8.0,0.069,134.0,41.0,93.0,0.331,184.0,28.0,156.0,0.454,204001,2023-24,1610612738,58.0,15.0,43.0,0.143,28.0,10.0,18.0,0.069
517,130,387,202,315,315.0,50.0,265.0,0.609,177.0,57.0,120.0,0.342,25.0,23.0,2.0,0.048,131.0,17.0,114.0,0.253,249.0,56.0,193.0,0.482,204001,2015-16,1610612752,79.0,26.0,53.0,0.153,58.0,31.0,27.0,0.112
520,96,424,178,342,342.0,42.0,300.0,0.658,157.0,42.0,115.0,0.302,21.0,12.0,9.0,0.04,159.0,30.0,129.0,0.306,229.0,27.0,202.0,0.44,204001,2019-20,1610612742,85.0,14.0,71.0,0.163,47.0,25.0,22.0,0.09
247,35,212,43,204,204.0,20.0,184.0,0.826,38.0,12.0,26.0,0.154,5.0,3.0,2.0,0.02,33.0,7.0,26.0,0.134,83.0,6.0,77.0,0.336,1628401,2018-19,1610612759,70.0,6.0,64.0,0.283,61.0,16.0,45.0,0.247
338,65,273,85,253,253.0,38.0,215.0,0.749,81.0,25.0,56.0,0.24,4.0,2.0,2.0,0.012,49.0,7.0,42.0,0.145,92.0,7.0,85.0,0.272,1628401,2024-25,1610612738,86.0,18.0,68.0,0.254,111.0,33.0,78.0,0.328
106,13,93,23,83,83.0,10.0,73.0,0.783,22.0,3.0,19.0,0.208,1.0,0.0,1.0,0.009,13.0,2.0,11.0,0.123,32.0,0.0,32.0,0.302,1628401,2020-21,1610612759,28.0,1.0,27.0,0.264,33.0,10.0,23.0,0.311
87,13,74,25,62,62.0,5.0,57.0,0.713,21.0,6.0,15.0,0.241,4.0,2.0,2.0,0.046,10.0,2.0,8.0,0.115,24.0,4.0,20.0,0.276,1628401,2021-22,1610612738,25.0,1.0,24.0,0.287,28.0,6.0,22.0,0.322
173,25,148,40,133,133.0,16.0,117.0,0.769,34.0,6.0,28.0,0.197,6.0,3.0,3.0,0.035,22.0,5.0,17.0,0.127,39.0,4.0,35.0,0.225,1628401,2021-22,1610612759,42.0,5.0,37.0,0.243,70.0,11.0,59.0,0.405
26,5,21,10,16,16.0,3.0,13.0,0.615,6.0,1.0,5.0,0.231,4.0,1.0,3.0,0.154,7.0,1.0,6.0,0.269,8.0,0.0,8.0,0.308,1628401,2017-18,1610612759,8.0,2.0,6.0,0.308,3.0,2.0,1.0,0.115
292,51,241,76,216,216.0,28.0,188.0,0.74,72.0,20.0,52.0,0.247,4.0,3.0,1.0,0.014,35.0,10.0,25.0,0.12,91.0,14.0,77.0,0.312,1628401,2022-23,1610612738,84.0,13.0,71.0,0.288,82.0,14.0,68.0,0.281
304,49,255,69,235,235.0,26.0,209.0,0.773,64.0,21.0,43.0,0.211,5.0,2.0,3.0,0.016,50.0,14.0,36.0,0.164,90.0,9.0,81.0,0.296,1628401,2023-24,1610612738,82.0,11.0,71.0,0.27,82.0,15.0,67.0,0.27
220,35,185,57,163,163.0,21.0,142.0,0.741,55.0,12.0,43.0,0.25,2.0,2.0,0.0,0.009,30.0,8.0,22.0,0.136,57.0,9.0,48.0,0.259,1628401,2019-20,1610612759,51.0,3.0,48.0,0.232,82.0,15.0,67.0,0.373
304,100,204,76,228,228.0,59.0,169.0,0.75,73.0,39.0,34.0,0.24,3.0,2.0,1.0,0.01,24.0,10.0,14.0,0.079,78.0,16.0,62.0,0.257,1630202,2024-25,1610612738,90.0,23.0,67.0,0.296,112.0,51.0,61.0,0.368
133,31,102,27,106,106.0,19.0,87.0,0.797,24.0,10.0,14.0,0.18,3.0,2.0,1.0,0.023,18.0,5.0,13.0,0.135,20.0,3.0,17.0,0.15,1630202,2021-22,1610612738,46.0,5.0,41.0,0.346,49.0,18.0,31.0,0.368
